Time is :640
Time is :638
Time is :585
Time is :593
Time is :600
Time is :568
                                      
We run services for  :6  times.
Time is :563   this is case:  988   
Time is :587   this is case:  989   
Time is :482   this is case:  990   
Time is :637   this is case:  991   
Time is :613   this is case:  992   
Time is :477   this is case:  993   
Time is :524   this is case:  994   
Time is :503   this is case:  995   
Time is :651   this is case:  996   
Time is :506   this is case:  997   
Time is :688   this is case:  998   
Time is :480   this is case:  999   
Time is :492   this is case:  1000   
Time is :562   this is case:  1001   
Time is :582   this is case:  1002   
Time is :606   this is case:  1003   
Time is :598   this is case:  1004   
Time is :569   this is case:  1005   
Time is :471   this is case:  1006   
Time is :482   this is case:  1007   
Time is :500   this is case:  1008   
Time is :473   this is case:  1009   
Time is :586   this is case:  1010   
Time is :473   this is case:  1011   
Time is :667   this is case:  1012   
Time is :449   this is case:  1013   
Time is :558   this is case:  1014   
Time is :632   this is case:  1015   
Time is :580   this is case:  1016   
Time is :544   this is case:  1017   
Time is :612   this is case:  1018   
Time is :565   this is case:  1019   
Time is :570   this is case:  1020   
Time is :614   this is case:  1021   
Time is :512   this is case:  1022   
Time is :628   this is case:  1023   
Time is :598   this is case:  1024   
Time is :587   this is case:  1025   
Time is :521   this is case:  1026   
Time is :497   this is case:  1027   
Time is :516   this is case:  1028   
Time is :569   this is case:  1029   
Time is :632   this is case:  1030   
Time is :592   this is case:  1031   
Time is :649   this is case:  1032   
Time is :504   this is case:  1033   
Time is :544   this is case:  1034   
Time is :610   this is case:  1035   
Time is :613   this is case:  1036   
Time is :582   this is case:  1037   
Time is :656   this is case:  1038   
Time is :592   this is case:  1039   
Time is :620   this is case:  1040   
Time is :463   this is case:  1041   
Time is :598   this is case:  1042   
Time is :598   this is case:  1043   
Time is :575   this is case:  1044   
Time is :508   this is case:  1045   
Time is :505   this is case:  1046   
Time is :673   this is case:  1047   
Time is :639   this is case:  1048   
Time is :576   this is case:  1049   
Time is :614   this is case:  1050   
Time is :563   this is case:  1051   
Time is :599   this is case:  1052   
Time is :591   this is case:  1053   
Time is :682   this is case:  1054   
Time is :508   this is case:  1055   
Time is :523   this is case:  1056   
Time is :603   this is case:  1057   
Time is :601   this is case:  1058   
Time is :636   this is case:  1059   
Time is :661   this is case:  1060   
Time is :489   this is case:  1061   
Time is :600   this is case:  1062   
Time is :580   this is case:  1063   
Time is :594   this is case:  1064   
Time is :503   this is case:  1065   
Time is :543   this is case:  1066   
Time is :617   this is case:  1067   
Time is :617   this is case:  1068   
Time is :594   this is case:  1069   
Time is :601   this is case:  1070   
Time is :514   this is case:  1071   
Time is :692   this is case:  1072   
Time is :559   this is case:  1073   
Time is :590   this is case:  1074   
Time is :482   this is case:  1075   
Time is :516   this is case:  1076   
Time is :605   this is case:  1077   
Time is :631   this is case:  1078   
Time is :613   this is case:  1079   
Time is :633   this is case:  1080   
Time is :493   this is case:  1081   
Time is :511   this is case:  1082   
Time is :591   this is case:  1083   
Time is :594   this is case:  1084   
Time is :497   this is case:  1085   
Time is :592   this is case:  1086   
Time is :531   this is case:  1087   
Time is :587   this is case:  1088   
Time is :499   this is case:  1089   
Time is :490   this is case:  1090   
Time is :697   this is case:  1091   
Time is :505   this is case:  1092   
Time is :662   this is case:  1093   
Time is :591   this is case:  1094   
Time is :561   this is case:  1095   
Time is :615   this is case:  1096   
Time is :643   this is case:  1097   
Time is :698   this is case:  1098   
Time is :529   this is case:  1099   
Time is :614   this is case:  1100   
Time is :610   this is case:  1101   
Time is :585   this is case:  1102   
Time is :594   this is case:  1103   
Time is :505   this is case:  1104   
Time is :600   this is case:  1105   
Time is :597   this is case:  1106   
Time is :575   this is case:  1107   
Time is :566   this is case:  1108   
Time is :506   this is case:  1109   
Time is :527   this is case:  1110   
Time is :540   this is case:  1111   
Time is :608   this is case:  1112   
Time is :596   this is case:  1113   
Time is :630   this is case:  1114   
Time is :530   this is case:  1115   
Time is :523   this is case:  1116   
Time is :485   this is case:  1117   
Time is :492   this is case:  1118   
Time is :506   this is case:  1119   
Time is :533   this is case:  1120   
Time is :491   this is case:  1121   
Time is :613   this is case:  1122   
Time is :567   this is case:  1123   
Time is :623   this is case:  1124   
Time is :598   this is case:  1125   
Time is :614   this is case:  1126   
Time is :482   this is case:  1127   
Time is :511   this is case:  1128   
Time is :515   this is case:  1129   
Time is :574   this is case:  1130   
Time is :589   this is case:  1131   
Time is :614   this is case:  1132   
Time is :537   this is case:  1133   
Time is :549   this is case:  1134   
Time is :500   this is case:  1135   
Time is :610   this is case:  1136   
Time is :518   this is case:  1137   
Time is :544   this is case:  1138   
Time is :732   this is case:  1139   
Time is :596   this is case:  1140   
Time is :494   this is case:  1141   
Time is :675   this is case:  1142   
Time is :600   this is case:  1143   
Time is :696   this is case:  1144   
Time is :547   this is case:  1145   
Time is :617   this is case:  1146   
Time is :630   this is case:  1147   
Time is :642   this is case:  1148   
Time is :691   this is case:  1149   
Time is :680   this is case:  1150   
Time is :506   this is case:  1151   
Time is :517   this is case:  1152   
Time is :478   this is case:  1153   
Time is :516   this is case:  1154   
Time is :475   this is case:  1155   
Time is :674   this is case:  1156   
Time is :595   this is case:  1157   
Time is :523   this is case:  1158   
Time is :526   this is case:  1159   
Time is :603   this is case:  1160   
Time is :593   this is case:  1161   
Time is :512   this is case:  1162   
Time is :667   this is case:  1163   
Time is :517   this is case:  1164   
Time is :562   this is case:  1165   
Time is :572   this is case:  1166   
Time is :529   this is case:  1167   
Time is :495   this is case:  1168   
Time is :472   this is case:  1169   
Time is :595   this is case:  1170   
Time is :532   this is case:  1171   
Time is :480   this is case:  1172   
Time is :518   this is case:  1173   
Time is :520   this is case:  1174   
Time is :484   this is case:  1175   
Time is :825   this is case:  1176   
Time is :599   this is case:  1177   
Time is :940   this is case:  1178   
Time is :733   this is case:  1179   
Time is :584   this is case:  1180   
Time is :504   this is case:  1181   
Time is :526   this is case:  1182   
Time is :567   this is case:  1183   
Time is :585   this is case:  1184   
Time is :584   this is case:  1185   
Time is :603   this is case:  1186   
Time is :577   this is case:  1187   
Time is :578   this is case:  1188   
Time is :466   this is case:  1189   
Time is :497   this is case:  1190   
Time is :563   this is case:  1191   
Time is :609   this is case:  1192   
Time is :605   this is case:  1193   
Time is :583   this is case:  1194   
Time is :577   this is case:  1195   
Time is :486   this is case:  1196   
Time is :568   this is case:  1197   
Time is :476   this is case:  1198   
Time is :508   this is case:  1199   
Time is :583   this is case:  1200   
Time is :474   this is case:  1201   
Time is :647   this is case:  1202   
Time is :480   this is case:  1203   
Time is :491   this is case:  1204   
Time is :563   this is case:  1205   
Time is :540   this is case:  1206   
Time is :581   this is case:  1207   
Time is :603   this is case:  1208   
Time is :525   this is case:  1209   
Time is :505   this is case:  1210   
Time is :463   this is case:  1211   
Time is :658   this is case:  1212   
Time is :471   this is case:  1213   
Time is :578   this is case:  1214   
Time is :574   this is case:  1215   
Time is :571   this is case:  1216   
Time is :569   this is case:  1217   
Time is :572   this is case:  1218   
Time is :550   this is case:  1219   
Time is :583   this is case:  1220   
Time is :564   this is case:  1221   
Time is :623   this is case:  1222   
Time is :651   this is case:  1223   
Time is :617   this is case:  1224   
Time is :608   this is case:  1225   
Time is :571   this is case:  1226   
Time is :567   this is case:  1227   
Time is :557   this is case:  1228   
Time is :564   this is case:  1229   
Time is :616   this is case:  1230   
Time is :575   this is case:  1231   
Time is :579   this is case:  1232   
Time is :473   this is case:  1233   
Time is :519   this is case:  1234   
Time is :570   this is case:  1235   
Time is :571   this is case:  1236   
Time is :519   this is case:  1237   
Time is :564   this is case:  1238   
Time is :561   this is case:  1239   
Time is :601   this is case:  1240   
Time is :692   this is case:  1241   
Time is :626   this is case:  1242   
Time is :475   this is case:  1243   
Time is :486   this is case:  1244   
Time is :689   this is case:  1245   
Time is :459   this is case:  1246   
Time is :494   this is case:  1247   
Time is :573   this is case:  1248   
Time is :546   this is case:  1249   
Time is :752   this is case:  1250   
Time is :554   this is case:  1251   
Time is :580   this is case:  1252   
Time is :549   this is case:  1253   
Time is :674   this is case:  1254   
Time is :581   this is case:  1255   
Time is :698   this is case:  1256   
Time is :578   this is case:  1257   
Time is :770   this is case:  1258   
Time is :616   this is case:  1259   
Time is :684   this is case:  1260   
Time is :651   this is case:  1261   
Time is :577   this is case:  1262   
Time is :476   this is case:  1263   
Time is :537   this is case:  1264   
Time is :475   this is case:  1265   
Time is :498   this is case:  1266   
Time is :560   this is case:  1267   
Time is :605   this is case:  1268   
Time is :585   this is case:  1269   
Time is :505   this is case:  1270   
Time is :487   this is case:  1271   
Time is :496   this is case:  1272   
Time is :488   this is case:  1273   
Time is :552   this is case:  1274   
Time is :471   this is case:  1275   
Time is :507   this is case:  1276   
Time is :499   this is case:  1277   
Time is :611   this is case:  1278   
Time is :579   this is case:  1279   
Time is :594   this is case:  1280   
Time is :601   this is case:  1281   
Time is :507   this is case:  1282   
Time is :589   this is case:  1283   
Time is :518   this is case:  1284   
Time is :774   this is case:  1285   
Time is :641   this is case:  1286   
Time is :632   this is case:  1287   
Time is :599   this is case:  1288   
Time is :550   this is case:  1289   
Time is :666   this is case:  1290   
Time is :586   this is case:  1291   
Time is :570   this is case:  1292   
Time is :588   this is case:  1293   
Time is :807   this is case:  1294   
Time is :506   this is case:  1295   
Time is :693   this is case:  1296   
Time is :655   this is case:  1297   
Time is :625   this is case:  1298   
Time is :665   this is case:  1299   
Time is :502   this is case:  1300   
Time is :547   this is case:  1301   
Time is :811   this is case:  1302   
Time is :593   this is case:  1303   
Time is :646   this is case:  1304   
Time is :594   this is case:  1305   
Time is :672   this is case:  1306   
Time is :694   this is case:  1307   
Time is :664   this is case:  1308   
Time is :501   this is case:  1309   
Time is :585   this is case:  1310   
Time is :496   this is case:  1311   
Time is :554   this is case:  1312   
Time is :561   this is case:  1313   
Time is :672   this is case:  1314   
Time is :495   this is case:  1315   
Time is :590   this is case:  1316   
Time is :509   this is case:  1317   
Time is :527   this is case:  1318   
Time is :575   this is case:  1319   
Time is :685   this is case:  1320   
Time is :499   this is case:  1321   
Time is :603   this is case:  1322   
Time is :581   this is case:  1323   
Time is :633   this is case:  1324   
Time is :593   this is case:  1325   
Time is :526   this is case:  1326   
Time is :474   this is case:  1327   
Time is :511   this is case:  1328   
Time is :503   this is case:  1329   
Time is :585   this is case:  1330   
Time is :491   this is case:  1331   
Time is :500   this is case:  1332   
Time is :751   this is case:  1333   
Time is :492   this is case:  1334   
Time is :688   this is case:  1335   
Time is :580   this is case:  1336   
Time is :648   this is case:  1337   
Time is :673   this is case:  1338   
Time is :602   this is case:  1339   
Time is :623   this is case:  1340   
Time is :491   this is case:  1341   
Time is :557   this is case:  1342   
Time is :601   this is case:  1343   
Time is :597   this is case:  1344   
Time is :666   this is case:  1345   
Time is :608   this is case:  1346   
Time is :663   this is case:  1347   
Time is :620   this is case:  1348   
Time is :599   this is case:  1349   
Time is :508   this is case:  1350   
Time is :672   this is case:  1351   
Time is :610   this is case:  1352   
Time is :620   this is case:  1353   
Time is :660   this is case:  1354   
Time is :591   this is case:  1355   
Time is :586   this is case:  1356   
Time is :632   this is case:  1357   
Time is :609   this is case:  1358   
Time is :569   this is case:  1359   
Time is :590   this is case:  1360   
Time is :583   this is case:  1361   
Time is :607   this is case:  1362   
Time is :585   this is case:  1363   
Time is :537   this is case:  1364   
Time is :640   this is case:  1365   
Time is :635   this is case:  1366   
Time is :597   this is case:  1367   
Time is :531   this is case:  1368   
Time is :509   this is case:  1369   
Time is :617   this is case:  1370   
Time is :593   this is case:  1371   
Time is :642   this is case:  1372   
Time is :566   this is case:  1373   
Time is :513   this is case:  1374   
Time is :603   this is case:  1375   
Time is :616   this is case:  1376   
Time is :631   this is case:  1377   
Time is :527   this is case:  1378   
Time is :546   this is case:  1379   
Time is :606   this is case:  1380   
Time is :589   this is case:  1381   
Time is :630   this is case:  1382   
Time is :585   this is case:  1383   
Time is :613   this is case:  1384   
Time is :636   this is case:  1385   
Time is :548   this is case:  1386   
Time is :623   this is case:  1387   
Time is :541   this is case:  1388   
Time is :617   this is case:  1389   
Time is :516   this is case:  1390   
Time is :498   this is case:  1391   
Time is :526   this is case:  1392   
Time is :496   this is case:  1393   
Time is :622   this is case:  1394   
Time is :563   this is case:  1395   
Time is :574   this is case:  1396   
Time is :575   this is case:  1397   
Time is :599   this is case:  1398   
Time is :615   this is case:  1399   
Time is :584   this is case:  1400   
Time is :573   this is case:  1401   
Time is :587   this is case:  1402   
Time is :541   this is case:  1403   
Time is :509   this is case:  1404   
Time is :516   this is case:  1405   
Time is :563   this is case:  1406   
Time is :520   this is case:  1407   
Time is :738   this is case:  1408   
Time is :592   this is case:  1409   
Time is :514   this is case:  1410   
Time is :498   this is case:  1411   
Time is :616   this is case:  1412   
Time is :556   this is case:  1413   
Time is :708   this is case:  1414   
Time is :461   this is case:  1415   
Time is :480   this is case:  1416   
Time is :560   this is case:  1417   
Time is :470   this is case:  1418   
Time is :699   this is case:  1419   
Time is :586   this is case:  1420   
Time is :553   this is case:  1421   
Time is :483   this is case:  1422   
Time is :460   this is case:  1423   
Time is :499   this is case:  1424   
Time is :543   this is case:  1425   
Time is :478   this is case:  1426   
Time is :673   this is case:  1427   
Time is :564   this is case:  1428   
Time is :574   this is case:  1429   
Time is :636   this is case:  1430   
Time is :652   this is case:  1431   
Time is :590   this is case:  1432   
Time is :468   this is case:  1433   
Time is :724   this is case:  1434   
Time is :565   this is case:  1435   
Time is :471   this is case:  1436   
Time is :687   this is case:  1437   
Time is :568   this is case:  1438   
Time is :612   this is case:  1439   
Time is :510   this is case:  1440   
Time is :555   this is case:  1441   
Time is :668   this is case:  1442   
Time is :639   this is case:  1443   
Time is :499   this is case:  1444   
Time is :742   this is case:  1445   
Time is :595   this is case:  1446   
Time is :569   this is case:  1447   
Time is :491   this is case:  1448   
Time is :568   this is case:  1449   
Time is :578   this is case:  1450   
Time is :456   this is case:  1451   
Time is :486   this is case:  1452   
Time is :521   this is case:  1453   
Time is :572   this is case:  1454   
Time is :464   this is case:  1455   
Time is :480   this is case:  1456   
Time is :656   this is case:  1457   
Time is :605   this is case:  1458   
Time is :559   this is case:  1459   
Time is :573   this is case:  1460   
Time is :586   this is case:  1461   
Time is :620   this is case:  1462   
Time is :477   this is case:  1463   
Time is :630   this is case:  1464   
Time is :493   this is case:  1465   
Time is :581   this is case:  1466   
Time is :575   this is case:  1467   
Time is :575   this is case:  1468   
Time is :463   this is case:  1469   
Time is :692   this is case:  1470   
Time is :588   this is case:  1471   
Time is :585   this is case:  1472   
Time is :570   this is case:  1473   
Time is :630   this is case:  1474   
Time is :576   this is case:  1475   
Time is :474   this is case:  1476   
Time is :756   this is case:  1477   
Time is :568   this is case:  1478   
Time is :564   this is case:  1479   
Time is :663   this is case:  1480   
Time is :644   this is case:  1481   
Time is :582   this is case:  1482   
Time is :567   this is case:  1483   
Time is :596   this is case:  1484   
Time is :568   this is case:  1485   
Time is :584   this is case:  1486   
Time is :623   this is case:  1487   
Time is :585   this is case:  1488   
Time is :561   this is case:  1489   
Time is :650   this is case:  1490   
Time is :568   this is case:  1491   
Time is :708   this is case:  1492   
Time is :563   this is case:  1493   
Time is :616   this is case:  1494   
Time is :500   this is case:  1495   
Time is :499   this is case:  1496   
Time is :494   this is case:  1497   
Time is :478   this is case:  1498   
Time is :573   this is case:  1499   
Time is :592   this is case:  1500   
Time is :614   this is case:  1501   
Time is :590   this is case:  1502   
Time is :609   this is case:  1503   
Time is :602   this is case:  1504   
Time is :563   this is case:  1505   
Time is :587   this is case:  1506   
Time is :467   this is case:  1507   
Time is :513   this is case:  1508   
Time is :563   this is case:  1509   
Time is :616   this is case:  1510   
Time is :585   this is case:  1511   
Time is :615   this is case:  1512   
Time is :579   this is case:  1513   
Time is :595   this is case:  1514   
Time is :614   this is case:  1515   
Time is :604   this is case:  1516   
Time is :473   this is case:  1517   
Time is :540   this is case:  1518   
Time is :585   this is case:  1519   
Time is :577   this is case:  1520   
Time is :576   this is case:  1521   
Time is :584   this is case:  1522   
Time is :567   this is case:  1523   
Time is :607   this is case:  1524   
Time is :565   this is case:  1525   
Time is :590   this is case:  1526   
Time is :517   this is case:  1527   
Time is :503   this is case:  1528   
Time is :502   this is case:  1529   
Time is :542   this is case:  1530   
Time is :510   this is case:  1531   
Time is :492   this is case:  1532   
Time is :564   this is case:  1533   
Time is :634   this is case:  1534   
Time is :496   this is case:  1535   
Time is :479   this is case:  1536   
Time is :692   this is case:  1537   
Time is :597   this is case:  1538   
Time is :491   this is case:  1539   
Time is :675   this is case:  1540   
Time is :690   this is case:  1541   
Time is :592   this is case:  1542   
Time is :496   this is case:  1543   
Time is :671   this is case:  1544   
Time is :580   this is case:  1545   
Time is :613   this is case:  1546   
Time is :586   this is case:  1547   
Time is :571   this is case:  1548   
Time is :635   this is case:  1549   
Time is :510   this is case:  1550   
Time is :620   this is case:  1551   
Time is :603   this is case:  1552   
Time is :601   this is case:  1553   
Time is :529   this is case:  1554   
Time is :639   this is case:  1555   
Time is :639   this is case:  1556   
Time is :506   this is case:  1557   
Time is :581   this is case:  1558   
Time is :495   this is case:  1559   
Time is :530   this is case:  1560   
Time is :749   this is case:  1561   
Time is :611   this is case:  1562   
Time is :583   this is case:  1563   
Time is :642   this is case:  1564   
Time is :594   this is case:  1565   
Time is :620   this is case:  1566   
Time is :592   this is case:  1567   
Time is :614   this is case:  1568   
Time is :497   this is case:  1569   
Time is :685   this is case:  1570   
Time is :580   this is case:  1571   
Time is :629   this is case:  1572   
Time is :589   this is case:  1573   
Time is :579   this is case:  1574   
Time is :563   this is case:  1575   
Time is :715   this is case:  1576   
Time is :603   this is case:  1577   
Time is :603   this is case:  1578   
Time is :705   this is case:  1579   
Time is :645   this is case:  1580   
Time is :620   this is case:  1581   
Time is :514   this is case:  1582   
Time is :506   this is case:  1583   
Time is :536   this is case:  1584   
Time is :518   this is case:  1585   
Time is :625   this is case:  1586   
Time is :598   this is case:  1587   
Time is :633   this is case:  1588   
Time is :508   this is case:  1589   
Time is :507   this is case:  1590   
Time is :604   this is case:  1591   
Time is :481   this is case:  1592   
Time is :519   this is case:  1593   
Time is :622   this is case:  1594   
Time is :551   this is case:  1595   
Time is :672   this is case:  1596   
Time is :479   this is case:  1597   
Time is :523   this is case:  1598   
Time is :558   this is case:  1599   
Time is :507   this is case:  1600   
Time is :584   this is case:  1601   
Time is :607   this is case:  1602   
Time is :503   this is case:  1603   
Time is :520   this is case:  1604   
Time is :496   this is case:  1605   
Time is :624   this is case:  1606   
Time is :496   this is case:  1607   
Time is :613   this is case:  1608   
Time is :523   this is case:  1609   
Time is :499   this is case:  1610   
Time is :784   this is case:  1611   
Time is :643   this is case:  1612   
Time is :460   this is case:  1613   
Time is :770   this is case:  1614   
Time is :570   this is case:  1615   
Time is :632   this is case:  1616   
Time is :594   this is case:  1617   
Time is :602   this is case:  1618   
Time is :564   this is case:  1619   
Time is :683   this is case:  1620   
Time is :526   this is case:  1621   
Time is :638   this is case:  1622   
Time is :596   this is case:  1623   
Time is :709   this is case:  1624   
Time is :497   this is case:  1625   
Time is :562   this is case:  1626   
Time is :505   this is case:  1627   
Time is :540   this is case:  1628   
Time is :534   this is case:  1629   
Time is :528   this is case:  1630   
Time is :547   this is case:  1631   
Time is :519   this is case:  1632   
Time is :553   this is case:  1633   
Time is :596   this is case:  1634   
Time is :606   this is case:  1635   
Time is :606   this is case:  1636   
Time is :531   this is case:  1637   
Time is :498   this is case:  1638   
Time is :476   this is case:  1639   
Time is :502   this is case:  1640   
Time is :481   this is case:  1641   
Time is :608   this is case:  1642   
Time is :448   this is case:  1643   
Time is :499   this is case:  1644   
Time is :574   this is case:  1645   
Time is :499   this is case:  1646   
Time is :557   this is case:  1647   
Time is :559   this is case:  1648   
Time is :600   this is case:  1649   
Time is :566   this is case:  1650   
Time is :554   this is case:  1651   
Time is :593   this is case:  1652   
Time is :549   this is case:  1653   
Time is :485   this is case:  1654   
Time is :568   this is case:  1655   
Time is :551   this is case:  1656   
Time is :687   this is case:  1657   
Time is :602   this is case:  1658   
Time is :604   this is case:  1659   
Time is :579   this is case:  1660   
Time is :562   this is case:  1661   
Time is :490   this is case:  1662   
Time is :462   this is case:  1663   
Time is :499   this is case:  1664   
Time is :510   this is case:  1665   
Time is :487   this is case:  1666   
Time is :492   this is case:  1667   
Time is :470   this is case:  1668   
Time is :623   this is case:  1669   
Time is :576   this is case:  1670   
Time is :559   this is case:  1671   
Time is :591   this is case:  1672   
Time is :583   this is case:  1673   
Time is :507   this is case:  1674   
Time is :483   this is case:  1675   
Time is :477   this is case:  1676   
Time is :617   this is case:  1677   
Time is :489   this is case:  1678   
Time is :602   this is case:  1679   
Time is :506   this is case:  1680   
Time is :520   this is case:  1681   
Time is :572   this is case:  1682   
Time is :678   this is case:  1683   
Time is :571   this is case:  1684   
Time is :563   this is case:  1685   
Time is :618   this is case:  1686   
Time is :555   this is case:  1687   
Time is :614   this is case:  1688   
Time is :628   this is case:  1689   
Time is :482   this is case:  1690   
Time is :639   this is case:  1691   
Time is :491   this is case:  1692   
Time is :711   this is case:  1693   
Time is :588   this is case:  1694   
Time is :606   this is case:  1695   
Time is :612   this is case:  1696   
Time is :479   this is case:  1697   
Time is :614   this is case:  1698   
Time is :542   this is case:  1699   
Time is :590   this is case:  1700   
Time is :500   this is case:  1701   
Time is :574   this is case:  1702   
Time is :590   this is case:  1703   
Time is :491   this is case:  1704   
Time is :472   this is case:  1705   
Time is :548   this is case:  1706   
Time is :485   this is case:  1707   
Time is :609   this is case:  1708   
Time is :516   this is case:  1709   
Time is :650   this is case:  1710   
Time is :494   this is case:  1711   
Time is :563   this is case:  1712   
Time is :665   this is case:  1713   
Time is :571   this is case:  1714   
Time is :516   this is case:  1715   
Time is :522   this is case:  1716   
Time is :633   this is case:  1717   
Time is :583   this is case:  1718   
Time is :562   this is case:  1719   
Time is :475   this is case:  1720   
Time is :732   this is case:  1721   
Time is :778   this is case:  1722   
Time is :493   this is case:  1723   
Time is :594   this is case:  1724   
Time is :596   this is case:  1725   
Time is :513   this is case:  1726   
Time is :526   this is case:  1727   
Time is :522   this is case:  1728   
Time is :543   this is case:  1729   
Time is :507   this is case:  1730   
Time is :511   this is case:  1731   
Time is :548   this is case:  1732   
Time is :490   this is case:  1733   
Time is :571   this is case:  1734   
Time is :527   this is case:  1735   
Time is :517   this is case:  1736   
Time is :525   this is case:  1737   
Time is :499   this is case:  1738   
Time is :499   this is case:  1739   
Time is :512   this is case:  1740   
Time is :604   this is case:  1741   
Time is :667   this is case:  1742   
Time is :565   this is case:  1743   
Time is :512   this is case:  1744   
Time is :502   this is case:  1745   
Time is :547   this is case:  1746   
Time is :493   this is case:  1747   
Time is :515   this is case:  1748   
Time is :501   this is case:  1749   
Time is :510   this is case:  1750   
Time is :655   this is case:  1751   
Time is :683   this is case:  1752   
Time is :574   this is case:  1753   
Time is :516   this is case:  1754   
Time is :559   this is case:  1755   
Time is :517   this is case:  1756   
Time is :497   this is case:  1757   
Time is :518   this is case:  1758   
Time is :526   this is case:  1759   
Time is :564   this is case:  1760   
Time is :591   this is case:  1761   
Time is :623   this is case:  1762   
Time is :570   this is case:  1763   
Time is :510   this is case:  1764   
Time is :538   this is case:  1765   
Time is :614   this is case:  1766   
Time is :572   this is case:  1767   
Time is :599   this is case:  1768   
Time is :536   this is case:  1769   
Time is :519   this is case:  1770   
Time is :643   this is case:  1771   
Time is :620   this is case:  1772   
Time is :607   this is case:  1773   
Time is :502   this is case:  1774   
Time is :554   this is case:  1775   
Time is :518   this is case:  1776   
Time is :492   this is case:  1777   
Time is :498   this is case:  1778   
Time is :582   this is case:  1779   
Time is :484   this is case:  1780   
Time is :592   this is case:  1781   
Time is :528   this is case:  1782   
Time is :503   this is case:  1783   
Time is :643   this is case:  1784   
Time is :581   this is case:  1785   
Time is :618   this is case:  1786   
Time is :539   this is case:  1787   
Time is :510   this is case:  1788   
Time is :514   this is case:  1789   
Time is :494   this is case:  1790   
Time is :520   this is case:  1791   
Time is :593   this is case:  1792   
Time is :582   this is case:  1793   
Time is :607   this is case:  1794   
Time is :517   this is case:  1795   
Time is :608   this is case:  1796   
Time is :514   this is case:  1797   
Time is :561   this is case:  1798   
Time is :639   this is case:  1799   
Time is :611   this is case:  1800   
Time is :482   this is case:  1801   
Time is :648   this is case:  1802   
Time is :590   this is case:  1803   
Time is :597   this is case:  1804   
Time is :582   this is case:  1805   
Time is :619   this is case:  1806   
Time is :648   this is case:  1807   
Time is :577   this is case:  1808   
Time is :617   this is case:  1809   
Time is :493   this is case:  1810   
Time is :469   this is case:  1811   
Time is :498   this is case:  1812   
Time is :490   this is case:  1813   
Time is :450   this is case:  1814   
Time is :477   this is case:  1815   
Time is :439   this is case:  1816   
Time is :477   this is case:  1817   
Time is :504   this is case:  1818   
Time is :479   this is case:  1819   
Time is :513   this is case:  1820   
Time is :520   this is case:  1821   
Time is :549   this is case:  1822   
Time is :517   this is case:  1823   
Time is :555   this is case:  1824   
Time is :483   this is case:  1825   
Time is :610   this is case:  1826   
Time is :580   this is case:  1827   
Time is :663   this is case:  1828   
Time is :473   this is case:  1829   
Time is :543   this is case:  1830   
Time is :556   this is case:  1831   
Time is :547   this is case:  1832   
Time is :488   this is case:  1833   
Time is :537   this is case:  1834   
Time is :480   this is case:  1835   
Time is :592   this is case:  1836   
Time is :591   this is case:  1837   
Time is :630   this is case:  1838   
Time is :491   this is case:  1839   
Time is :479   this is case:  1840   
Time is :475   this is case:  1841   
Time is :490   this is case:  1842   
Time is :475   this is case:  1843   
Time is :568   this is case:  1844   
Time is :472   this is case:  1845   
Time is :589   this is case:  1846   
Time is :559   this is case:  1847   
Time is :618   this is case:  1848   
Time is :469   this is case:  1849   
Time is :501   this is case:  1850   
Time is :550   this is case:  1851   
Time is :596   this is case:  1852   
Time is :529   this is case:  1853   
Time is :571   this is case:  1854   
Time is :511   this is case:  1855   
Time is :503   this is case:  1856   
Time is :482   this is case:  1857   
Time is :496   this is case:  1858   
Time is :474   this is case:  1859   
Time is :511   this is case:  1860   
Time is :484   this is case:  1861   
Time is :549   this is case:  1862   
Time is :504   this is case:  1863   
Time is :572   this is case:  1864   
Time is :620   this is case:  1865   
Time is :608   this is case:  1866   
Time is :612   this is case:  1867   
Time is :598   this is case:  1868   
Time is :604   this is case:  1869   
Time is :575   this is case:  1870   
Time is :503   this is case:  1871   
Time is :533   this is case:  1872   
Time is :484   this is case:  1873   
Time is :521   this is case:  1874   
Time is :684   this is case:  1875   
Time is :596   this is case:  1876   
Time is :531   this is case:  1877   
Time is :543   this is case:  1878   
Time is :548   this is case:  1879   
Time is :490   this is case:  1880   
Time is :594   this is case:  1881   
Time is :590   this is case:  1882   
Time is :590   this is case:  1883   
Time is :607   this is case:  1884   
Time is :682   this is case:  1885   
Time is :665   this is case:  1886   
Time is :590   this is case:  1887   
Time is :658   this is case:  1888   
Time is :554   this is case:  1889   
Time is :585   this is case:  1890   
Time is :623   this is case:  1891   
Time is :578   this is case:  1892   
Time is :528   this is case:  1893   
Time is :730   this is case:  1894   
Time is :579   this is case:  1895   
Time is :567   this is case:  1896   
Time is :509   this is case:  1897   
Time is :507   this is case:  1898   
Time is :498   this is case:  1899   
Time is :589   this is case:  1900   
Time is :625   this is case:  1901   
Time is :477   this is case:  1902   
Time is :592   this is case:  1903   
Time is :642   this is case:  1904   
Time is :558   this is case:  1905   
Time is :612   this is case:  1906   
Time is :629   this is case:  1907   
Time is :577   this is case:  1908   
Time is :587   this is case:  1909   
Time is :586   this is case:  1910   
Time is :596   this is case:  1911   
Time is :504   this is case:  1912   
Time is :543   this is case:  1913   
Time is :622   this is case:  1914   
Time is :521   this is case:  1915   
Time is :510   this is case:  1916   
Time is :801   this is case:  1917   
