Time is :1385
Time is :1112
Time is :1076
Time is :1290
Time is :991
Time is :969
                                      
We run services for  :6  times.
Time is :957   this is case:  942   
Time is :939   this is case:  943   
Time is :939   this is case:  944   
Time is :1056   this is case:  945   
Time is :1052   this is case:  946   
Time is :899   this is case:  947   
Time is :1068   this is case:  948   
Time is :890   this is case:  949   
Time is :917   this is case:  950   
Time is :1045   this is case:  951   
Time is :1075   this is case:  952   
Time is :1001   this is case:  953   
Time is :1057   this is case:  954   
Time is :905   this is case:  955   
Time is :1193   this is case:  956   
Time is :895   this is case:  957   
Time is :945   this is case:  958   
Time is :1053   this is case:  959   
Time is :1164   this is case:  960   
Time is :1053   this is case:  961   
Time is :1042   this is case:  962   
Time is :904   this is case:  963   
Time is :919   this is case:  964   
Time is :900   this is case:  965   
Time is :1050   this is case:  966   
Time is :932   this is case:  967   
Time is :1176   this is case:  968   
Time is :902   this is case:  969   
Time is :927   this is case:  970   
Time is :1030   this is case:  971   
Time is :1017   this is case:  972   
Time is :1165   this is case:  973   
Time is :1070   this is case:  974   
Time is :928   this is case:  975   
Time is :1238   this is case:  976   
Time is :1202   this is case:  977   
Time is :1060   this is case:  978   
Time is :1050   this is case:  979   
Time is :1068   this is case:  980   
Time is :904   this is case:  981   
Time is :1648   this is case:  982   
Time is :1088   this is case:  983   
Time is :1151   this is case:  984   
Time is :925   this is case:  985   
Time is :1166   this is case:  986   
Time is :958   this is case:  987   
Time is :1279   this is case:  988   
Time is :905   this is case:  989   
Time is :1196   this is case:  990   
Time is :931   this is case:  991   
Time is :1074   this is case:  992   
Time is :1022   this is case:  993   
Time is :1055   this is case:  994   
Time is :1085   this is case:  995   
Time is :1111   this is case:  996   
Time is :1040   this is case:  997   
Time is :1051   this is case:  998   
Time is :1056   this is case:  999   
Time is :1058   this is case:  1000   
Time is :1017   this is case:  1001   
Time is :1027   this is case:  1002   
Time is :1028   this is case:  1003   
Time is :1034   this is case:  1004   
Time is :1050   this is case:  1005   
Time is :1063   this is case:  1006   
Time is :1052   this is case:  1007   
Time is :1046   this is case:  1008   
Time is :1084   this is case:  1009   
Time is :1066   this is case:  1010   
Time is :1072   this is case:  1011   
Time is :1037   this is case:  1012   
Time is :1050   this is case:  1013   
Time is :1139   this is case:  1014   
Time is :1069   this is case:  1015   
Time is :1046   this is case:  1016   
Time is :1027   this is case:  1017   
Time is :1040   this is case:  1018   
Time is :1051   this is case:  1019   
Time is :1042   this is case:  1020   
Time is :1049   this is case:  1021   
Time is :1040   this is case:  1022   
Time is :1071   this is case:  1023   
Time is :1199   this is case:  1024   
Time is :1111   this is case:  1025   
Time is :1064   this is case:  1026   
Time is :1187   this is case:  1027   
Time is :1066   this is case:  1028   
Time is :1079   this is case:  1029   
Time is :1339   this is case:  1030   
Time is :1053   this is case:  1031   
Time is :1039   this is case:  1032   
Time is :935   this is case:  1033   
Time is :1061   this is case:  1034   
Time is :1063   this is case:  1035   
Time is :1067   this is case:  1036   
Time is :1057   this is case:  1037   
Time is :1081   this is case:  1038   
Time is :1510   this is case:  1039   
Time is :941   this is case:  1040   
Time is :914   this is case:  1041   
Time is :924   this is case:  1042   
Time is :1094   this is case:  1043   
Time is :1135   this is case:  1044   
Time is :915   this is case:  1045   
Time is :949   this is case:  1046   
Time is :929   this is case:  1047   
Time is :936   this is case:  1048   
Time is :913   this is case:  1049   
Time is :1096   this is case:  1050   
Time is :1202   this is case:  1051   
Time is :1084   this is case:  1052   
Time is :938   this is case:  1053   
Time is :938   this is case:  1054   
Time is :1069   this is case:  1055   
Time is :1084   this is case:  1056   
Time is :1160   this is case:  1057   
Time is :1007   this is case:  1058   
Time is :969   this is case:  1059   
Time is :1065   this is case:  1060   
Time is :1062   this is case:  1061   
Time is :1087   this is case:  1062   
Time is :942   this is case:  1063   
Time is :973   this is case:  1064   
Time is :1089   this is case:  1065   
Time is :1068   this is case:  1066   
Time is :1038   this is case:  1067   
Time is :1058   this is case:  1068   
Time is :1050   this is case:  1069   
Time is :1074   this is case:  1070   
Time is :934   this is case:  1071   
Time is :932   this is case:  1072   
Time is :1077   this is case:  1073   
Time is :1099   this is case:  1074   
Time is :1074   this is case:  1075   
Time is :1084   this is case:  1076   
Time is :921   this is case:  1077   
Time is :1060   this is case:  1078   
Time is :1069   this is case:  1079   
Time is :1044   this is case:  1080   
Time is :1053   this is case:  1081   
Time is :1073   this is case:  1082   
Time is :1071   this is case:  1083   
Time is :1062   this is case:  1084   
Time is :1048   this is case:  1085   
Time is :1077   this is case:  1086   
Time is :1198   this is case:  1087   
Time is :918   this is case:  1088   
Time is :912   this is case:  1089   
Time is :1219   this is case:  1090   
Time is :1070   this is case:  1091   
Time is :1018   this is case:  1092   
Time is :1325   this is case:  1093   
Time is :1072   this is case:  1094   
Time is :1109   this is case:  1095   
Time is :1038   this is case:  1096   
Time is :1039   this is case:  1097   
Time is :1367   this is case:  1098   
Time is :1231   this is case:  1099   
Time is :948   this is case:  1100   
Time is :1338   this is case:  1101   
Time is :1068   this is case:  1102   
Time is :1060   this is case:  1103   
Time is :1178   this is case:  1104   
Time is :1063   this is case:  1105   
Time is :1071   this is case:  1106   
Time is :1238   this is case:  1107   
Time is :1329   this is case:  1108   
Time is :945   this is case:  1109   
Time is :1117   this is case:  1110   
Time is :966   this is case:  1111   
Time is :1305   this is case:  1112   
Time is :1100   this is case:  1113   
Time is :1075   this is case:  1114   
Time is :940   this is case:  1115   
Time is :1543   this is case:  1116   
Time is :1059   this is case:  1117   
Time is :1091   this is case:  1118   
Time is :1111   this is case:  1119   
Time is :1052   this is case:  1120   
Time is :1039   this is case:  1121   
Time is :1106   this is case:  1122   
Time is :1207   this is case:  1123   
Time is :1285   this is case:  1124   
Time is :1033   this is case:  1125   
Time is :985   this is case:  1126   
Time is :1070   this is case:  1127   
Time is :918   this is case:  1128   
Time is :920   this is case:  1129   
Time is :1191   this is case:  1130   
Time is :1141   this is case:  1131   
Time is :2006   this is case:  1132   
Time is :1552   this is case:  1133   
Time is :982   this is case:  1134   
Time is :934   this is case:  1135   
Time is :1223   this is case:  1136   
Time is :937   this is case:  1137   
Time is :1003   this is case:  1138   
Time is :970   this is case:  1139   
Time is :940   this is case:  1140   
Time is :1079   this is case:  1141   
Time is :1351   this is case:  1142   
Time is :924   this is case:  1143   
Time is :1149   this is case:  1144   
Time is :1184   this is case:  1145   
Time is :990   this is case:  1146   
Time is :934   this is case:  1147   
Time is :1079   this is case:  1148   
Time is :1208   this is case:  1149   
Time is :1117   this is case:  1150   
Time is :1044   this is case:  1151   
Time is :1064   this is case:  1152   
Time is :1659   this is case:  1153   
Time is :1251   this is case:  1154   
Time is :1041   this is case:  1155   
Time is :1078   this is case:  1156   
Time is :1199   this is case:  1157   
Time is :1084   this is case:  1158   
Time is :923   this is case:  1159   
Time is :923   this is case:  1160   
Time is :934   this is case:  1161   
Time is :1302   this is case:  1162   
Time is :948   this is case:  1163   
Time is :1046   this is case:  1164   
Time is :1036   this is case:  1165   
Time is :1128   this is case:  1166   
Time is :883   this is case:  1167   
Time is :1042   this is case:  1168   
Time is :1068   this is case:  1169   
Time is :1405   this is case:  1170   
Time is :971   this is case:  1171   
Time is :939   this is case:  1172   
Time is :1084   this is case:  1173   
Time is :1028   this is case:  1174   
Time is :1026   this is case:  1175   
Time is :1055   this is case:  1176   
Time is :1048   this is case:  1177   
Time is :1058   this is case:  1178   
Time is :1086   this is case:  1179   
Time is :1081   this is case:  1180   
Time is :1004   this is case:  1181   
Time is :884   this is case:  1182   
Time is :1070   this is case:  1183   
Time is :1038   this is case:  1184   
Time is :922   this is case:  1185   
Time is :921   this is case:  1186   
Time is :1152   this is case:  1187   
Time is :1052   this is case:  1188   
Time is :1182   this is case:  1189   
Time is :1139   this is case:  1190   
Time is :1027   this is case:  1191   
Time is :1247   this is case:  1192   
Time is :1048   this is case:  1193   
Time is :1196   this is case:  1194   
Time is :1372   this is case:  1195   
Time is :1406   this is case:  1196   
Time is :1023   this is case:  1197   
Time is :1221   this is case:  1198   
Time is :1314   this is case:  1199   
Time is :1209   this is case:  1200   
Time is :1182   this is case:  1201   
Time is :1194   this is case:  1202   
Time is :968   this is case:  1203   
Time is :1052   this is case:  1204   
Time is :857   this is case:  1205   
Time is :1011   this is case:  1206   
Time is :1052   this is case:  1207   
Time is :979   this is case:  1208   
Time is :1105   this is case:  1209   
Time is :1694   this is case:  1210   
Time is :1075   this is case:  1211   
Time is :1051   this is case:  1212   
Time is :1111   this is case:  1213   
Time is :979   this is case:  1214   
Time is :1052   this is case:  1215   
Time is :1177   this is case:  1216   
Time is :1043   this is case:  1217   
Time is :976   this is case:  1218   
Time is :1005   this is case:  1219   
Time is :4525   this is case:  1220   
Time is :1234   this is case:  1221   
Time is :1367   this is case:  1222   
Time is :1053   this is case:  1223   
Time is :1040   this is case:  1224   
Time is :1215   this is case:  1225   
Time is :1041   this is case:  1226   
Time is :1096   this is case:  1227   
Time is :1194   this is case:  1228   
Time is :1167   this is case:  1229   
Time is :1056   this is case:  1230   
Time is :1440   this is case:  1231   
Time is :1018   this is case:  1232   
Time is :1070   this is case:  1233   
Time is :1334   this is case:  1234   
Time is :970   this is case:  1235   
Time is :1182   this is case:  1236   
Time is :1208   this is case:  1237   
Time is :1246   this is case:  1238   
Time is :943   this is case:  1239   
Time is :897   this is case:  1240   
Time is :1176   this is case:  1241   
Time is :1065   this is case:  1242   
Time is :910   this is case:  1243   
Time is :1420   this is case:  1244   
Time is :900   this is case:  1245   
Time is :1056   this is case:  1246   
Time is :1315   this is case:  1247   
Time is :1150   this is case:  1248   
Time is :888   this is case:  1249   
Time is :1299   this is case:  1250   
Time is :943   this is case:  1251   
Time is :1042   this is case:  1252   
Time is :972   this is case:  1253   
Time is :1051   this is case:  1254   
Time is :886   this is case:  1255   
Time is :918   this is case:  1256   
Time is :1051   this is case:  1257   
Time is :967   this is case:  1258   
Time is :1285   this is case:  1259   
Time is :1166   this is case:  1260   
Time is :1054   this is case:  1261   
Time is :1644   this is case:  1262   
Time is :1076   this is case:  1263   
Time is :1066   this is case:  1264   
Time is :1015   this is case:  1265   
Time is :1054   this is case:  1266   
Time is :1058   this is case:  1267   
Time is :1061   this is case:  1268   
Time is :1039   this is case:  1269   
Time is :1069   this is case:  1270   
Time is :1028   this is case:  1271   
Time is :1069   this is case:  1272   
Time is :1067   this is case:  1273   
Time is :972   this is case:  1274   
Time is :1246   this is case:  1275   
Time is :1088   this is case:  1276   
Time is :1061   this is case:  1277   
Time is :1073   this is case:  1278   
Time is :1045   this is case:  1279   
Time is :1068   this is case:  1280   
Time is :920   this is case:  1281   
Time is :1104   this is case:  1282   
Time is :976   this is case:  1283   
Time is :946   this is case:  1284   
Time is :929   this is case:  1285   
Time is :914   this is case:  1286   
Time is :930   this is case:  1287   
Time is :933   this is case:  1288   
Time is :907   this is case:  1289   
Time is :1074   this is case:  1290   
Time is :940   this is case:  1291   
Time is :1080   this is case:  1292   
Time is :1060   this is case:  1293   
Time is :1067   this is case:  1294   
Time is :1061   this is case:  1295   
Time is :1074   this is case:  1296   
Time is :1047   this is case:  1297   
Time is :1065   this is case:  1298   
Time is :1050   this is case:  1299   
Time is :1092   this is case:  1300   
Time is :1047   this is case:  1301   
Time is :1097   this is case:  1302   
Time is :960   this is case:  1303   
Time is :941   this is case:  1304   
Time is :928   this is case:  1305   
Time is :1062   this is case:  1306   
Time is :1068   this is case:  1307   
Time is :1079   this is case:  1308   
Time is :1192   this is case:  1309   
Time is :1080   this is case:  1310   
Time is :1118   this is case:  1311   
Time is :1121   this is case:  1312   
Time is :1079   this is case:  1313   
Time is :1056   this is case:  1314   
Time is :1074   this is case:  1315   
Time is :1094   this is case:  1316   
Time is :1243   this is case:  1317   
Time is :1089   this is case:  1318   
Time is :1070   this is case:  1319   
Time is :1082   this is case:  1320   
Time is :1388   this is case:  1321   
Time is :1069   this is case:  1322   
Time is :1220   this is case:  1323   
Time is :1177   this is case:  1324   
Time is :1094   this is case:  1325   
Time is :1138   this is case:  1326   
Time is :981   this is case:  1327   
Time is :1135   this is case:  1328   
Time is :929   this is case:  1329   
Time is :958   this is case:  1330   
Time is :999   this is case:  1331   
Time is :1020   this is case:  1332   
Time is :987   this is case:  1333   
Time is :956   this is case:  1334   
Time is :939   this is case:  1335   
Time is :1091   this is case:  1336   
Time is :1054   this is case:  1337   
Time is :942   this is case:  1338   
Time is :1201   this is case:  1339   
Time is :961   this is case:  1340   
Time is :1204   this is case:  1341   
Time is :1093   this is case:  1342   
Time is :1083   this is case:  1343   
Time is :1096   this is case:  1344   
Time is :1073   this is case:  1345   
Time is :962   this is case:  1346   
Time is :906   this is case:  1347   
Time is :1074   this is case:  1348   
Time is :2139   this is case:  1349   
Time is :1563   this is case:  1350   
Time is :1060   this is case:  1351   
Time is :1111   this is case:  1352   
Time is :926   this is case:  1353   
Time is :958   this is case:  1354   
Time is :1127   this is case:  1355   
Time is :1133   this is case:  1356   
Time is :966   this is case:  1357   
Time is :1083   this is case:  1358   
Time is :1052   this is case:  1359   
Time is :1356   this is case:  1360   
Time is :944   this is case:  1361   
Time is :957   this is case:  1362   
Time is :925   this is case:  1363   
Time is :994   this is case:  1364   
Time is :981   this is case:  1365   
Time is :924   this is case:  1366   
Time is :917   this is case:  1367   
Time is :1065   this is case:  1368   
Time is :1064   this is case:  1369   
Time is :1073   this is case:  1370   
Time is :1039   this is case:  1371   
Time is :1129   this is case:  1372   
Time is :1169   this is case:  1373   
Time is :1093   this is case:  1374   
Time is :1058   this is case:  1375   
Time is :1088   this is case:  1376   
Time is :1062   this is case:  1377   
Time is :1087   this is case:  1378   
Time is :1559   this is case:  1379   
Time is :1124   this is case:  1380   
Time is :938   this is case:  1381   
Time is :924   this is case:  1382   
Time is :944   this is case:  1383   
Time is :1393   this is case:  1384   
Time is :1137   this is case:  1385   
Time is :997   this is case:  1386   
Time is :914   this is case:  1387   
Time is :1083   this is case:  1388   
Time is :1100   this is case:  1389   
Time is :1074   this is case:  1390   
Time is :1070   this is case:  1391   
Time is :1108   this is case:  1392   
Time is :1072   this is case:  1393   
Time is :1109   this is case:  1394   
Time is :1137   this is case:  1395   
Time is :1101   this is case:  1396   
Time is :1083   this is case:  1397   
Time is :1124   this is case:  1398   
Time is :1106   this is case:  1399   
Time is :1075   this is case:  1400   
Time is :1107   this is case:  1401   
Time is :984   this is case:  1402   
Time is :936   this is case:  1403   
Time is :1059   this is case:  1404   
Time is :1063   this is case:  1405   
Time is :1062   this is case:  1406   
Time is :1059   this is case:  1407   
Time is :938   this is case:  1408   
Time is :957   this is case:  1409   
Time is :1083   this is case:  1410   
Time is :1024   this is case:  1411   
Time is :1111   this is case:  1412   
Time is :1063   this is case:  1413   
Time is :1101   this is case:  1414   
Time is :888   this is case:  1415   
Time is :1035   this is case:  1416   
Time is :1055   this is case:  1417   
Time is :1059   this is case:  1418   
Time is :905   this is case:  1419   
Time is :905   this is case:  1420   
Time is :1069   this is case:  1421   
Time is :1039   this is case:  1422   
Time is :1033   this is case:  1423   
Time is :1034   this is case:  1424   
Time is :1058   this is case:  1425   
Time is :1045   this is case:  1426   
Time is :1048   this is case:  1427   
Time is :1058   this is case:  1428   
Time is :1289   this is case:  1429   
Time is :1057   this is case:  1430   
Time is :888   this is case:  1431   
Time is :917   this is case:  1432   
Time is :916   this is case:  1433   
Time is :1006   this is case:  1434   
Time is :907   this is case:  1435   
Time is :1073   this is case:  1436   
Time is :1077   this is case:  1437   
Time is :1538   this is case:  1438   
Time is :937   this is case:  1439   
Time is :909   this is case:  1440   
Time is :1044   this is case:  1441   
Time is :1028   this is case:  1442   
Time is :1044   this is case:  1443   
Time is :1029   this is case:  1444   
Time is :1034   this is case:  1445   
Time is :1064   this is case:  1446   
Time is :1156   this is case:  1447   
Time is :1090   this is case:  1448   
Time is :1089   this is case:  1449   
Time is :1082   this is case:  1450   
Time is :1042   this is case:  1451   
Time is :1091   this is case:  1452   
Time is :1069   this is case:  1453   
Time is :1042   this is case:  1454   
Time is :910   this is case:  1455   
Time is :942   this is case:  1456   
Time is :936   this is case:  1457   
Time is :891   this is case:  1458   
Time is :896   this is case:  1459   
Time is :925   this is case:  1460   
Time is :1021   this is case:  1461   
Time is :1053   this is case:  1462   
Time is :1146   this is case:  1463   
Time is :1051   this is case:  1464   
Time is :1066   this is case:  1465   
Time is :1056   this is case:  1466   
Time is :1090   this is case:  1467   
Time is :1137   this is case:  1468   
Time is :1051   this is case:  1469   
Time is :1156   this is case:  1470   
Time is :976   this is case:  1471   
Time is :1174   this is case:  1472   
Time is :1110   this is case:  1473   
Time is :1082   this is case:  1474   
Time is :871   this is case:  1475   
Time is :910   this is case:  1476   
Time is :892   this is case:  1477   
Time is :933   this is case:  1478   
Time is :896   this is case:  1479   
Time is :912   this is case:  1480   
Time is :1167   this is case:  1481   
Time is :1053   this is case:  1482   
Time is :1025   this is case:  1483   
Time is :924   this is case:  1484   
Time is :906   this is case:  1485   
Time is :1073   this is case:  1486   
Time is :1127   this is case:  1487   
Time is :1054   this is case:  1488   
Time is :948   this is case:  1489   
Time is :943   this is case:  1490   
Time is :1156   this is case:  1491   
Time is :1015   this is case:  1492   
Time is :1039   this is case:  1493   
Time is :1038   this is case:  1494   
Time is :1043   this is case:  1495   
Time is :1056   this is case:  1496   
Time is :1042   this is case:  1497   
Time is :1509   this is case:  1498   
Time is :1048   this is case:  1499   
Time is :1080   this is case:  1500   
Time is :1044   this is case:  1501   
Time is :1070   this is case:  1502   
Time is :1118   this is case:  1503   
Time is :1082   this is case:  1504   
Time is :905   this is case:  1505   
Time is :885   this is case:  1506   
Time is :880   this is case:  1507   
Time is :922   this is case:  1508   
Time is :2471   this is case:  1509   
Time is :1893   this is case:  1510   
Time is :1037   this is case:  1511   
Time is :1041   this is case:  1512   
Time is :1321   this is case:  1513   
Time is :946   this is case:  1514   
Time is :1002   this is case:  1515   
Time is :1058   this is case:  1516   
Time is :1040   this is case:  1517   
Time is :1053   this is case:  1518   
Time is :939   this is case:  1519   
Time is :1050   this is case:  1520   
Time is :948   this is case:  1521   
Time is :964   this is case:  1522   
Time is :950   this is case:  1523   
Time is :944   this is case:  1524   
Time is :905   this is case:  1525   
Time is :933   this is case:  1526   
Time is :917   this is case:  1527   
Time is :922   this is case:  1528   
Time is :970   this is case:  1529   
Time is :1204   this is case:  1530   
Time is :1127   this is case:  1531   
Time is :1041   this is case:  1532   
Time is :970   this is case:  1533   
Time is :1072   this is case:  1534   
Time is :912   this is case:  1535   
Time is :946   this is case:  1536   
Time is :1186   this is case:  1537   
Time is :1056   this is case:  1538   
Time is :902   this is case:  1539   
Time is :1077   this is case:  1540   
Time is :1061   this is case:  1541   
Time is :1082   this is case:  1542   
Time is :1184   this is case:  1543   
Time is :1079   this is case:  1544   
Time is :1088   this is case:  1545   
Time is :1106   this is case:  1546   
Time is :1031   this is case:  1547   
Time is :912   this is case:  1548   
Time is :1072   this is case:  1549   
Time is :1076   this is case:  1550   
Time is :1115   this is case:  1551   
Time is :1136   this is case:  1552   
Time is :1140   this is case:  1553   
Time is :1264   this is case:  1554   
Time is :1380   this is case:  1555   
Time is :1232   this is case:  1556   
Time is :1218   this is case:  1557   
Time is :960   this is case:  1558   
Time is :961   this is case:  1559   
Time is :954   this is case:  1560   
Time is :1017   this is case:  1561   
Time is :952   this is case:  1562   
Time is :1065   this is case:  1563   
Time is :902   this is case:  1564   
Time is :927   this is case:  1565   
Time is :1080   this is case:  1566   
Time is :1058   this is case:  1567   
Time is :1049   this is case:  1568   
Time is :1050   this is case:  1569   
Time is :1046   this is case:  1570   
Time is :1053   this is case:  1571   
Time is :1042   this is case:  1572   
Time is :1042   this is case:  1573   
Time is :1098   this is case:  1574   
Time is :941   this is case:  1575   
Time is :948   this is case:  1576   
Time is :909   this is case:  1577   
Time is :941   this is case:  1578   
Time is :925   this is case:  1579   
Time is :1243   this is case:  1580   
Time is :956   this is case:  1581   
Time is :932   this is case:  1582   
Time is :1035   this is case:  1583   
Time is :857   this is case:  1584   
Time is :1262   this is case:  1585   
Time is :936   this is case:  1586   
Time is :1263   this is case:  1587   
Time is :1081   this is case:  1588   
Time is :1053   this is case:  1589   
Time is :1079   this is case:  1590   
Time is :1065   this is case:  1591   
Time is :1060   this is case:  1592   
Time is :1085   this is case:  1593   
Time is :1173   this is case:  1594   
Time is :1011   this is case:  1595   
Time is :1068   this is case:  1596   
Time is :1080   this is case:  1597   
Time is :1055   this is case:  1598   
Time is :1058   this is case:  1599   
Time is :1279   this is case:  1600   
Time is :1076   this is case:  1601   
Time is :1070   this is case:  1602   
Time is :1073   this is case:  1603   
Time is :1044   this is case:  1604   
Time is :906   this is case:  1605   
Time is :966   this is case:  1606   
Time is :930   this is case:  1607   
Time is :1212   this is case:  1608   
Time is :1089   this is case:  1609   
Time is :1116   this is case:  1610   
Time is :1067   this is case:  1611   
Time is :1072   this is case:  1612   
Time is :1502   this is case:  1613   
Time is :1116   this is case:  1614   
Time is :1090   this is case:  1615   
Time is :974   this is case:  1616   
Time is :917   this is case:  1617   
Time is :943   this is case:  1618   
Time is :1041   this is case:  1619   
Time is :1062   this is case:  1620   
Time is :1064   this is case:  1621   
Time is :1123   this is case:  1622   
Time is :1110   this is case:  1623   
Time is :1109   this is case:  1624   
Time is :1046   this is case:  1625   
Time is :1072   this is case:  1626   
Time is :1074   this is case:  1627   
Time is :1097   this is case:  1628   
Time is :1041   this is case:  1629   
Time is :1119   this is case:  1630   
Time is :1117   this is case:  1631   
Time is :941   this is case:  1632   
Time is :915   this is case:  1633   
Time is :1067   this is case:  1634   
Time is :1055   this is case:  1635   
Time is :1062   this is case:  1636   
Time is :966   this is case:  1637   
Time is :969   this is case:  1638   
Time is :906   this is case:  1639   
Time is :1044   this is case:  1640   
Time is :1029   this is case:  1641   
Time is :1039   this is case:  1642   
Time is :1026   this is case:  1643   
Time is :1043   this is case:  1644   
Time is :1010   this is case:  1645   
Time is :1078   this is case:  1646   
Time is :1083   this is case:  1647   
Time is :1047   this is case:  1648   
Time is :1020   this is case:  1649   
Time is :1076   this is case:  1650   
Time is :1160   this is case:  1651   
Time is :1086   this is case:  1652   
Time is :1032   this is case:  1653   
Time is :1267   this is case:  1654   
Time is :1300   this is case:  1655   
Time is :1145   this is case:  1656   
Time is :899   this is case:  1657   
Time is :907   this is case:  1658   
Time is :1097   this is case:  1659   
Time is :1042   this is case:  1660   
Time is :888   this is case:  1661   
Time is :1182   this is case:  1662   
Time is :908   this is case:  1663   
Time is :1188   this is case:  1664   
Time is :1054   this is case:  1665   
Time is :919   this is case:  1666   
Time is :1175   this is case:  1667   
Time is :932   this is case:  1668   
Time is :1088   this is case:  1669   
Time is :957   this is case:  1670   
Time is :1615   this is case:  1671   
Time is :972   this is case:  1672   
Time is :1307   this is case:  1673   
Time is :1092   this is case:  1674   
Time is :1075   this is case:  1675   
Time is :910   this is case:  1676   
Time is :1144   this is case:  1677   
Time is :1054   this is case:  1678   
Time is :886   this is case:  1679   
Time is :926   this is case:  1680   
Time is :1031   this is case:  1681   
Time is :1054   this is case:  1682   
Time is :909   this is case:  1683   
Time is :1181   this is case:  1684   
Time is :1013   this is case:  1685   
Time is :1035   this is case:  1686   
Time is :958   this is case:  1687   
Time is :1101   this is case:  1688   
Time is :1016   this is case:  1689   
Time is :1049   this is case:  1690   
Time is :1024   this is case:  1691   
Time is :1018   this is case:  1692   
Time is :1000   this is case:  1693   
Time is :1037   this is case:  1694   
Time is :1043   this is case:  1695   
Time is :1239   this is case:  1696   
Time is :1098   this is case:  1697   
Time is :1129   this is case:  1698   
Time is :1099   this is case:  1699   
Time is :912   this is case:  1700   
Time is :1076   this is case:  1701   
Time is :1080   this is case:  1702   
Time is :1161   this is case:  1703   
Time is :1084   this is case:  1704   
Time is :1056   this is case:  1705   
Time is :1118   this is case:  1706   
Time is :965   this is case:  1707   
Time is :958   this is case:  1708   
Time is :977   this is case:  1709   
Time is :928   this is case:  1710   
Time is :910   this is case:  1711   
Time is :981   this is case:  1712   
Time is :918   this is case:  1713   
Time is :1207   this is case:  1714   
Time is :1062   this is case:  1715   
Time is :1115   this is case:  1716   
Time is :1084   this is case:  1717   
Time is :925   this is case:  1718   
Time is :899   this is case:  1719   
Time is :1728   this is case:  1720   
Time is :1037   this is case:  1721   
Time is :957   this is case:  1722   
Time is :924   this is case:  1723   
Time is :912   this is case:  1724   
Time is :1012   this is case:  1725   
Time is :1123   this is case:  1726   
Time is :1074   this is case:  1727   
Time is :1065   this is case:  1728   
Time is :1369   this is case:  1729   
Time is :977   this is case:  1730   
Time is :1245   this is case:  1731   
Time is :935   this is case:  1732   
Time is :928   this is case:  1733   
Time is :927   this is case:  1734   
Time is :899   this is case:  1735   
Time is :1053   this is case:  1736   
Time is :1062   this is case:  1737   
Time is :1054   this is case:  1738   
Time is :918   this is case:  1739   
Time is :1130   this is case:  1740   
Time is :1023   this is case:  1741   
Time is :1055   this is case:  1742   
Time is :930   this is case:  1743   
Time is :870   this is case:  1744   
Time is :964   this is case:  1745   
Time is :985   this is case:  1746   
Time is :1081   this is case:  1747   
Time is :1056   this is case:  1748   
Time is :913   this is case:  1749   
Time is :963   this is case:  1750   
Time is :966   this is case:  1751   
Time is :939   this is case:  1752   
Time is :940   this is case:  1753   
Time is :927   this is case:  1754   
Time is :1077   this is case:  1755   
Time is :1071   this is case:  1756   
Time is :1041   this is case:  1757   
Time is :1069   this is case:  1758   
Time is :1048   this is case:  1759   
Time is :1049   this is case:  1760   
Time is :1071   this is case:  1761   
Time is :1061   this is case:  1762   
Time is :1080   this is case:  1763   
Time is :1184   this is case:  1764   
Time is :1045   this is case:  1765   
Time is :944   this is case:  1766   
Time is :912   this is case:  1767   
Time is :913   this is case:  1768   
Time is :922   this is case:  1769   
Time is :950   this is case:  1770   
Time is :1099   this is case:  1771   
Time is :1408   this is case:  1772   
Time is :1046   this is case:  1773   
Time is :984   this is case:  1774   
Time is :926   this is case:  1775   
Time is :1053   this is case:  1776   
Time is :1092   this is case:  1777   
Time is :1081   this is case:  1778   
Time is :980   this is case:  1779   
Time is :964   this is case:  1780   
Time is :936   this is case:  1781   
Time is :917   this is case:  1782   
Time is :900   this is case:  1783   
Time is :935   this is case:  1784   
Time is :934   this is case:  1785   
Time is :1060   this is case:  1786   
Time is :1058   this is case:  1787   
Time is :1096   this is case:  1788   
Time is :940   this is case:  1789   
Time is :1851   this is case:  1790   
Time is :982   this is case:  1791   
Time is :936   this is case:  1792   
Time is :1079   this is case:  1793   
Time is :1159   this is case:  1794   
Time is :917   this is case:  1795   
Time is :1092   this is case:  1796   
Time is :942   this is case:  1797   
Time is :1056   this is case:  1798   
Time is :1049   this is case:  1799   
Time is :1066   this is case:  1800   
Time is :978   this is case:  1801   
Time is :960   this is case:  1802   
Time is :1048   this is case:  1803   
Time is :1185   this is case:  1804   
Time is :824   this is case:  1805   
Time is :1120   this is case:  1806   
Time is :886   this is case:  1807   
Time is :906   this is case:  1808   
Time is :1020   this is case:  1809   
Time is :1037   this is case:  1810   
Time is :891   this is case:  1811   
Time is :929   this is case:  1812   
Time is :895   this is case:  1813   
Time is :907   this is case:  1814   
Time is :868   this is case:  1815   
Time is :936   this is case:  1816   
Time is :1106   this is case:  1817   
Time is :1006   this is case:  1818   
Time is :910   this is case:  1819   
Time is :1307   this is case:  1820   
Time is :1076   this is case:  1821   
Time is :1057   this is case:  1822   
Time is :1017   this is case:  1823   
Time is :1038   this is case:  1824   
Time is :1015   this is case:  1825   
Time is :1229   this is case:  1826   
Time is :953   this is case:  1827   
Time is :1184   this is case:  1828   
Time is :1054   this is case:  1829   
Time is :1149   this is case:  1830   
Time is :894   this is case:  1831   
Time is :1047   this is case:  1832   
Time is :1047   this is case:  1833   
